"parent","parent_plain","child","child_plain","fiscal_year","federal_revenue","cpi_auc_start","cpi_auc_end","inflation_rate","federal_revenue_adjusted","percent_total","federal_revenue_source_url","federal_revenue_source_url_name","cpi_source_url","cpi_source_url_name"
"Excise Taxes","Excise Taxes","Miscellaneous Excise Taxes Refunds","Miscellaneous Excise Taxes Refunds",2016,-6437725747,241.428,256.759,1.06350133373097,-6846529918,-6.77,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0916.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Excise Taxes","Excise Taxes","Airport and Airway Trust Fund","Airport and Airway Trust Fund",2016,14378886981,241.428,256.759,1.06350133373097,15291965482,15.13,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0916.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Excise Taxes","Excise Taxes","Airport and Airway Trust Fund Refunds","Airport and Airway Trust Fund Refunds",2016,-13441633,241.428,256.759,1.06350133373097,-14295194,-0.01,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0916.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Excise Taxes","Excise Taxes","Highway Trust Fund","Highway Trust Fund",2016,41433764019,241.428,256.759,1.06350133373097,44064863296,43.59,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0916.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Excise Taxes","Excise Taxes","Highway Trust Fund Refunds","Highway Trust Fund Refunds",2016,-62671000,241.428,256.759,1.06350133373097,-66650692,-0.07,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0916.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Excise Taxes","Excise Taxes","Black Lung Disability Trust Fund","Black Lung Disability Trust Fund",2016,465652373,241.428,256.759,1.06350133373097,495221920,0.49,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0916.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Estate and Gift Taxes","Estate and Gift Taxes","","",2016,21354002317,241.428,256.759,1.06350133373097,22710009944,0.65,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0916.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Estate and Gift Taxes","Estate and Gift Taxes","Estate and Gift Taxes Refunds","Estate and Gift Taxes Refunds",2016,-983135328,241.428,256.759,1.06350133373097,-1045565733,-4.6,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0916.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Estate and Gift Taxes","Estate and Gift Taxes","Estate and Gift Taxes","Estate and Gift Taxes",2016,22337137645,241.428,256.759,1.06350133373097,23755575677,104.6,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0916.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Customs Duties","Customs Duties","","",2016,34837269317,241.428,256.759,1.06350133373097,37049482382,1.07,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0916.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Customs Duties","Customs Duties","Customs Duties Refunds","Customs Duties Refunds",2016,-1630372057,241.428,256.759,1.06350133373097,-1733902857,-4.68,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0916.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Customs Duties","Customs Duties","Customs Duties","Customs Duties",2016,36467641374,241.428,256.759,1.06350133373097,38783385239,104.68,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0916.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Miscellaneous Receipts","Miscellaneous Revenue","","",2016,154742996991,241.428,256.759,1.06350133373097,164569383685,4.74,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0916.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Miscellaneous Receipts","Miscellaneous Revenue","Miscellaneous Receipts Refunds","Miscellaneous Receipts Refunds",2016,-56674957,241.428,256.759,1.06350133373097,-60273892,-0.04,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0916.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Miscellaneous Receipts","Miscellaneous Revenue","Deposit of Earnings, Federal Reserve System","Federal Reserve Deposit of Earnings",2016,115672067218,241.428,256.759,1.06350133373097,123017397761,74.75,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0916.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Miscellaneous Receipts","Miscellaneous Revenue","Universal Service Fund","Universal Service Fund",2016,9921503559,241.428,256.759,1.06350133373097,10551532268,6.41,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0916.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Miscellaneous Receipts","Miscellaneous Revenue","Other Miscellaneous Receipts","Other Miscellaneous Revenue",2016,29206101171,241.428,256.759,1.06350133373097,31060727548,18.87,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0916.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Individual Income Taxes","Individual Income Taxes","","",2017,1587119168060,246.819,256.759,1.04027242635291,1651036307869,47.88,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Individual Income Taxes","Individual Income Taxes","Individual Income Taxes Refunds","Individual Income Taxes Refunds",2017,-261676703882,246.819,256.759,1.04027242635291,-272215059667,-16.49,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Individual Income Taxes","Individual Income Taxes","Individual Income Taxes Withheld","Individual Income Taxes Withheld",2017,1309265617887,246.819,256.759,1.04027242635291,1361992921059,82.49,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Individual Income Taxes","Individual Income Taxes","Presidential Election Campaign Fund","Presidential Election Campaign Fund",2017,26811542,246.819,256.759,1.04027242635291,27891308,0,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Individual Income Taxes","Individual Income Taxes","Other Individual Income Taxes","Other Individual Income Taxes",2017,539503442514,246.819,256.759,1.04027242635291,561230555169,33.99,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Corporation Income Taxes","Corporate Income Taxes","","",2017,297047881065,246.819,256.759,1.04027242635291,309010719978,8.96,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Corporation Income Taxes","Corporate Income Taxes","Corporation Income Taxes Refunds","Corporate Income Taxes Refunds",2017,-41930059841,246.819,256.759,1.04027242635291,-43618685088,-14.12,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Corporation Income Taxes","Corporate Income Taxes","Corporation Income Taxes","Corporate Income Taxes",2017,338977940906,246.819,256.759,1.04027242635291,352629405066,114.12,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Employment and General Retirement","Social Security and Medicare Taxes","","",2017,1106547941590,246.819,256.759,1.04027242635291,1151111312074,33.38,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Employment and General Retirement","Social Security and Medicare Taxes","Federal Old-Age and Survivors Insurance Trust Fund","Social Security - Old-Age and Survivors Insurance Trust Fund Taxes",2017,690708670171,246.819,256.759,1.04027242635291,718525184222,62.42,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Employment and General Retirement","Social Security and Medicare Taxes","Federal Old-Age and Survivors Insurance Trust Fund Refunds","Social Security - Old-Age and Survivors Insurance Trust Fund Taxes Refunds",2017,-2661310050,246.819,256.759,1.04027242635291,-2768487463,-0.24,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Employment and General Retirement","Social Security and Medicare Taxes","Federal Disability Insurance Trust Fund","Social Security - Disability Insurance Trust Fund Taxes",2017,163199164039,246.819,256.759,1.04027242635291,169771590354,14.75,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Employment and General Retirement","Social Security and Medicare Taxes","Federal Disability Insurance Trust Fund Refunds","Social Security - Disability Insurance Trust Fund Taxes Refunds",2017,-628843950,246.819,256.759,1.04027242635291,-654169022,-0.06,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Employment and General Retirement","Social Security and Medicare Taxes","Federal Hospital Insurance Trust Fund","Medicare Part A Taxes",2017,255930261379,246.819,256.759,1.04027242635291,266237193982,23.13,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Employment and General Retirement","Other Retirement","Railroad Retirement","Railroad Retirement",2017,5350770603,246.819,256.759,1.04027242635291,5566259118,56.09,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Employment and General Retirement","Other Retirement","Railroad Retirement Refunds","Railroad Retirement Refunds",2017,-2158618,246.819,256.759,1.04027242635291,-2245550,-0.02,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Unemployment Insurance","Unemployment Insurance","","",2017,45808340166,246.819,256.759,1.04027242635291,47653153172,1.38,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Unemployment Insurance","Unemployment Insurance","Deposits by States","Deposits by States",2017,37551306647,246.819,256.759,1.04027242635291,39063588879,81.97,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Unemployment Insurance","Unemployment Insurance","Federal Unemployment Taxes","Federal Unemployment Taxes",2017,8284270436,246.819,256.759,1.04027242635291,8617898107,18.08,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Unemployment Insurance","Unemployment Insurance","Federal Unemployment Taxes Refunds","Federal Unemployment Taxes Refunds",2017,-153634279,246.819,256.759,1.04027242635291,-159821504,-0.34,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Unemployment Insurance","Unemployment Insurance","Railroad Unemployment Taxes","Railroad Unemployment Taxes",2017,126397361,246.819,256.759,1.04027242635291,131487690,0.28,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Other Retirement","Other Retirement","","",2017,9539244281,246.819,256.759,1.04027242635291,9923412794,0.29,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Other Retirement","Other Retirement","Federal Employees' Retirement - Employee Share","Federal Government Pension: FERS",2017,4156642897,246.819,256.759,1.04027242635291,4324040992,43.57,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Other Retirement","Other Retirement","Non-Federal Federal Employees' Retirement","Non-Federal Federal Employees' Retirement",2017,33989399,246.819,256.759,1.04027242635291,35358235,0.36,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Excise Taxes","Excise Taxes","","",2017,83822381041,246.819,256.759,1.04027242635291,87198111708,2.53,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Excise Taxes","Excise Taxes","Miscellaneous Excise Taxes","Miscellaneous Excise Taxes",2017,32493541758,246.819,256.759,1.04027242635291,33802135525,38.76,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Excise Taxes","Excise Taxes","Miscellaneous Excise Taxes Refunds","Miscellaneous Excise Taxes Refunds",2017,-5160104181,246.819,256.759,1.04027242635291,-5367914097,-6.16,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Excise Taxes","Excise Taxes","Airport and Airway Trust Fund","Airport and Airway Trust Fund",2017,14951680921,246.819,256.759,1.04027242635291,15553821390,17.84,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Excise Taxes","Excise Taxes","Airport and Airway Trust Fund Refunds","Airport and Airway Trust Fund Refunds",2017,-14800680,246.819,256.759,1.04027242635291,-15396739,-0.02,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Excise Taxes","Excise Taxes","Highway Trust Fund","Highway Trust Fund",2017,41558485850,246.819,256.759,1.04027242635291,43232146911,49.58,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Excise Taxes","Excise Taxes","Highway Trust Fund Refunds","Highway Trust Fund Refunds",2017,-431744000,246.819,256.759,1.04027242635291,-449131378,-0.52,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Excise Taxes","Excise Taxes","Black Lung Disability Trust Fund","Black Lung Disability Trust Fund",2017,425321372,246.819,256.759,1.04027242635291,442450096,0.51,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Estate and Gift Taxes","Estate and Gift Taxes","","",2017,22767709580,246.819,256.759,1.04027242635291,23684620487,0.69,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Estate and Gift Taxes","Estate and Gift Taxes","Estate and Gift Taxes Refunds","Estate and Gift Taxes Refunds",2017,-1012733995,246.819,256.759,1.04027242635291,-1053519250,-4.45,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Estate and Gift Taxes","Estate and Gift Taxes","Estate and Gift Taxes","Estate and Gift Taxes",2017,23780443575,246.819,256.759,1.04027242635291,24738139738,104.45,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Customs Duties","Customs Duties","","",2017,34575150111,246.819,256.759,1.04027242635291,35967575298,1.04,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Customs Duties","Customs Duties","Customs Duties Refunds","Customs Duties Refunds",2017,-1684687145,246.819,256.759,1.04027242635291,-1752533584,-4.87,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Customs Duties","Customs Duties","Customs Duties","Customs Duties",2017,36259837256,246.819,256.759,1.04027242635291,37720108882,104.87,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Miscellaneous Receipts","Miscellaneous Revenue","","",2017,127666088631,246.819,256.759,1.04027242635291,132807511783,3.85,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Miscellaneous Receipts","Miscellaneous Revenue","Miscellaneous Receipts Refunds","Miscellaneous Receipts Refunds",2017,-49939319,246.819,256.759,1.04027242635291,-51950497,-0.04,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Miscellaneous Receipts","Miscellaneous Revenue","Deposit of Earnings, Federal Reserve System","Federal Reserve Deposit of Earnings",2017,81287184040,246.819,256.759,1.04027242635291,84560816172,63.67,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Miscellaneous Receipts","Miscellaneous Revenue","Universal Service Fund","Universal Service Fund",2017,9154213023,246.819,256.759,1.04027242635291,9522875392,7.17,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Miscellaneous Receipts","Miscellaneous Revenue","Other Miscellaneous Receipts","Other Miscellaneous Revenue",2017,37274630888,246.819,256.759,1.04027242635291,38775770715,29.2,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0917.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Individual Income Taxes","Individual Income Taxes","","",2018,1683537216745,252.439,256.759,1.0171130451317,1712347665116,50.58,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Individual Income Taxes","Individual Income Taxes","Individual Income Taxes Refunds","Individual Income Taxes Refunds",2018,-268125461950,252.439,256.759,1.0171130451317,-272713905081,-15.93,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Individual Income Taxes","Individual Income Taxes","Individual Income Taxes Withheld","Individual Income Taxes Withheld",2018,1325106232591,252.439,256.759,1.0171130451317,1347782835353,78.71,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Individual Income Taxes","Individual Income Taxes","Presidential Election Campaign Fund","Presidential Election Campaign Fund",2018,25843086,252.439,256.759,1.0171130451317,26285340,0,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Individual Income Taxes","Individual Income Taxes","Other Individual Income Taxes","Other Individual Income Taxes",2018,626530603018,252.439,256.759,1.0171130451317,637252449504,37.22,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Corporation Income Taxes","Corporate Income Taxes","","",2018,204733303759,252.439,256.759,1.0171130451317,208236914026,6.15,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Corporation Income Taxes","Corporate Income Taxes","Corporation Income Taxes Refunds","Corporate Income Taxes Refunds",2018,-58434188303,252.439,256.759,1.0171130451317,-59434175204,-28.54,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Corporation Income Taxes","Corporate Income Taxes","Corporation Income Taxes","Corporate Income Taxes",2018,263167492062,252.439,256.759,1.0171130451317,267671089230,128.54,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Employment and General Retirement","Social Security and Medicare Taxes","","",2018,1115405956031,252.439,256.759,1.0171130451317,1134493948497,33.51,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Employment and General Retirement","Social Security and Medicare Taxes","Federal Old-Age and Survivors Insurance Trust Fund","Social Security - Old-Age and Survivors Insurance Trust Fund Taxes",2018,693831030509,252.439,256.759,1.0171130451317,705704592248,62.2,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
"Employment and General Retirement","Social Security and Medicare Taxes","Federal Old-Age and Survivors Insurance Trust Fund Refunds","Social Security - Old-Age and Survivors Insurance Trust Fund Taxes Refunds",2018,-2615773850,252.439,256.759,1.0171130451317,-2660537706,-0.23,"Monthly Treasury Statement","https://www.fiscal.treasury.gov/files/reports-statements/mts/mts0918.pdf","Bureau of Labor Statistics","https://data.bls.gov/cgi-bin/surveymost?bls"
